# Energy [MeV], Spec, Angle [Deg] , Q^2Avg [GeV^2] csexp/csdip delta_csexp/csdip csexp/csdip(mincut) csexp/csdip(maxcut) coulomb_correction systematic_scale Norms, S*D, P, P*D, P+D, IP, FW, DDIP
1101 P 0.7625 0.000214141 0.99723 0.00196233 1 1 1 1 32
1101 P 0.7875 0.000228446 1.00273 0.00206735 1 1 1 1 32
1101 P 0.8125 0.000243213 1.00266 0.00219989 1 1 1 1 32
1101 P 0.8375 0.00025844 0.999786 0.00234776 1 1 1 1 32
1101 P 0.8625 0.000274129 1.00339 0.00250701 1 1 1 1 32
1101 P 0.8875 0.000290279 1.00293 0.00263448 1 1 1 1 32
1101 P 0.92 0.000311963 0.998695 0.0022258 1 1 1 1 32
1101 P 0.9575 0.000337952 0.998005 0.00248525 1 1 1 1 32
1101 P 0.9945 0.000364611 1.00134 0.00243677 1 1 1 1 32
1101 P 1.0355 0.000395331 0.999581 0.00238393 1 1 1 1 32
1101 P 1.081 0.000430875 0.999275 0.00234741 1 1 1 1 32
1101 P 1.131 0.000471694 1.00081 0.00230133 1 1 1 1 32
1101 P 1.184 0.000516976 0.996744 0.00222689 1 1 1 1 32
1101 P 1.2405 0.000567528 1.00501 0.00212051 1 1 1 1 32
1101 P 1.304 0.000627151 0.99769 0.00203331 1 1 1 1 32
1101 P 1.3775 0.000699875 0.999235 0.0020291 1 1 1 1 32
1101 P 1.4655 0.000792181 1.00124 0.00202152 1 1 1 1 32
1101 P 1.574 0.000913842 1.00006 0.00202322 1 1 1 1 32
1101 P 1.7105 0.00107921 1.00189 0.00200421 1 1 1 1 32
1101 P 1.8935 0.00132242 1.00005 0.00190733 1 1 1 1 32
1101 P 2.1065 0.00163652 0.997105 0.00211281 1 1 1 1 32
1101 P 2.3525 0.00204074 1.00277 0.00210611 1 1 1 1 32
1101 P 2.642 0.00257329 1.00029 0.00234223 1 1 1 1 32
1101 P 2.942 0.0031899 1.0019 0.00274977 1 1 1 1 32
1101 P 3.242 0.00387227 0.998376 0.00304679 1 1 1 1 32
1101 P 3.542 0.00462026 0.999791 0.00359353 1 1 1 1 32
1101 P 3.842 0.0054337 0.991789 0.00404231 1 1 1 1 32
1101 P 4.142 0.00631241 0.995714 0.0044685 1 1 1 1 32
1101 P 4.442 0.00725621 0.995971 0.00482763 1 1 1 1 32
1101 P 4.742 0.00826487 1.00251 0.00521652 1 1 1 1 32
1101 P 5.046 0.00935294 0.991263 0.00566636 1 1 1 1 32
1101 P 5.6 0.0115057 1.00226 0.00528037 1 1 1 1 32
1101 P 6.5 0.0154672 0.995805 0.00967544 1 1 1 1 32
2143 P 0.7075 0.000699595 0.994892 0.00144614 1 1 1 1 33
2143 P 0.723 0.000730602 0.997551 0.00144879 1 1 1 1 33
2143 P 0.7395 0.000764346 0.99782 0.00144209 1 1 1 1 33
2143 P 0.757 0.000800967 0.996924 0.0014407 1 1 1 1 33
2143 P 0.7755 0.000840612 0.993724 0.00145123 1 1 1 1 33
2143 P 0.7955 0.000884546 0.999314 0.00144889 1 1 1 1 33
2143 P 0.817 0.000933022 0.995757 0.00147516 1 1 1 1 33
2143 P 0.84 0.00098631 0.995341 0.00147154 1 1 1 1 33
2143 P 0.8655 0.00104712 0.996217 0.00145211 1 1 1 1 33
2143 P 0.8935 0.00111598 0.995972 0.00147144 1 1 1 1 33
2143 P 0.924 0.00119348 0.997072 0.00146894 1 1 1 1 33
2143 P 0.9575 0.0012816 0.992943 0.00145989 1 1 1 1 33
2143 P 0.9945 0.00138256 0.993243 0.00143793 1 1 1 1 33
2143 P 1.0355 0.00149891 0.996518 0.00143733 1 1 1 1 33
2143 P 1.081 0.00163351 0.995109 0.0014302 1 1 1 1 33
2143 P 1.131 0.00178809 0.996106 0.00141438 1 1 1 1 33
2143 P 1.184 0.00195956 0.99957 0.00141745 1 1 1 1 33
2143 P 1.2405 0.00215099 0.996717 0.00138521 1 1 1 1 33
2143 P 1.304 0.00237675 0.995949 0.0013775 1 1 1 1 33
2143 P 1.3775 0.0026521 0.995012 0.00136698 1 1 1 1 33
2143 P 1.4655 0.00300156 0.9965 0.00134644 1 1 1 1 33
2143 P 1.574 0.00346212 0.995855 0.00131175 1 1 1 1 33
2143 P 1.7105 0.00408805 0.997097 0.00121271 1 1 1 1 33
2143 P 1.8935 0.00500845 0.995958 0.00118537 1 1 1 1 33
2143 P 2.1065 0.00619679 0.997092 0.00136297 1 1 1 1 33
2143 P 2.3525 0.00772561 0.993207 0.00141852 1 1 1 1 33
2143 P 2.642 0.00973893 0.996326 0.00164187 1 1 1 1 33
2143 P 2.942 0.0120688 0.994852 0.00195797 1 1 1 1 33
2143 P 3.242 0.0146457 0.988223 0.00224561 1 1 1 1 33
2143 P 3.542 0.0174684 0.988932 0.00266324 1 1 1 1 33
2143 P 3.842 0.020536 0.992592 0.00305531 1 1 1 1 33
2143 P 4.142 0.0238472 1.00087 0.00341766 1 1 1 1 33
2143 P 4.442 0.0274007 0.984684 0.0037056 1 1 1 1 33
2143 P 4.742 0.031195 0.996082 0.00405689 1 1 1 1 33
2143 P 5.046 0.0352841 0.98713 0.00443291 1 1 1 1 33
2143 P 5.4 0.0403533 0.997367 0.00511917 1 1 1 1 33
2143 P 5.8 0.0464762 0.993833 0.00741188 1 1 1 1 33
2143 P 6.5 0.058187 0.987916 0.00775512 1 1 1 1 33
