# E, Spec, Angle, Q2, CS/DipCS, dSCS/DipCS, MinCut, MaxCut, TPE, Sys_Scal, Norm
15840.000000 W 21.010000 1.572000e+01 6.798177e-01 3.902246e-02 1 1 1.003500 1 34
18360.000000 W 21.010000 1.947000e+01 5.422345e-01 4.068279e-02 1 1 1.003500 1 34
20790.000000 W 21.010000 2.324000e+01 5.389935e-01 4.793650e-02 1 1 1.003500 1 34
21180.000000 W 25.010000 2.699000e+01 5.136113e-01 6.113345e-02 1 1 1.004100 1 34
21190.000000 W 33.010000 3.120000e+01 5.342949e-01 9.836023e-02 1 1 1.005100 1 34
3996.000000 W 15.440000 9.990000e-01 9.996940e-01 1.820270e-02 1 1 1.002700 1 34
6197.000000 W 12.150000 1.498700e+00 1.060238e+00 1.892681e-02 1 1 1.002200 1 34
6197.000000 W 14.400000 1.998300e+00 1.078091e+00 2.212607e-02 1 1 1.002600 1 34
7909.000000 W 12.590000 2.501100e+00 1.053366e+00 1.679211e-02 1 1 1.002300 1 34
9993.000000 W 12.450000 3.755700e+00 1.041819e+00 2.094102e-02 1 1 1.002200 1 34
10700.000000 W 13.990000 5.075100e+00 9.898460e-01 2.151839e-02 1 1 1.002500 1 34
13330.000000 W 17.590000 9.983900e+00 8.227196e-01 3.267922e-02 1 1 1.003000 1 34
1137.000000 W 90.000000 1.169000e+00 1.056381e+00 2.869230e-02 1 1 1.009500 1 34
1512.000000 W 90.000000 1.750800e+00 1.083849e+00 3.654803e-02 1 1 1.009500 1 34
1699.000000 W 86.000000 2.000600e+00 1.077958e+00 3.321641e-02 1 1 1.009300 1 34
1901.000000 W 86.000000 2.330700e+00 1.132660e+00 4.049235e-02 1 1 1.009300 1 34
2300.000000 W 86.000000 3.000300e+00 1.087092e+00 4.830183e-02 1 1 1.009300 1 34
804.700000 W 86.000000 6.700000e-01 9.431188e-01 2.546643e-02 1 1 1.009300 1 34
1048.000000 W 86.000000 1.002100e+00 1.037496e+00 3.008646e-02 1 1 1.009300 1 34
1162.000000 W 86.000000 1.167300e+00 1.035487e+00 2.603901e-02 1 1 1.009300 1 34
1383.000000 W 86.000000 1.500700e+00 1.062865e+00 3.696421e-02 1 1 1.009300 1 34
1544.000000 W 86.000000 1.752500e+00 1.079929e+00 2.919026e-02 1 1 1.009300 1 34
1699.000000 W 86.000000 2.000600e+00 1.091618e+00 2.972897e-02 1 1 1.009300 1 34
1904.000000 W 86.000000 2.335600e+00 1.071267e+00 3.270160e-02 1 1 1.009300 1 34
2300.000000 W 86.000000 3.000300e+00 1.090311e+00 3.747854e-02 1 1 1.009300 1 34
4098.000000 W 12.000000 6.700000e-01 9.626760e-01 1.829027e-02 1 1 1.002200 1 34
5058.000000 W 12.000000 1.000200e+00 1.051782e+00 2.208918e-02 1 1 1.002200 1 34
5287.000000 W 12.500000 1.169000e+00 1.040280e+00 1.976075e-02 1 1 1.002300 1 34
6273.000000 W 12.000000 1.500500e+00 1.056022e+00 2.112648e-02 1 1 1.002200 1 34
6561.000000 W 12.500000 1.750500e+00 1.013120e+00 2.432046e-02 1 1 1.002300 1 34
6360.000000 W 14.000000 2.000200e+00 1.031607e+00 2.168081e-02 1 1 1.002500 1 34
6502.000000 W 15.000000 2.330600e+00 1.029190e+00 2.678269e-02 1 1 1.002600 1 34
6498.000000 W 17.660000 3.000400e+00 1.020735e+00 2.156239e-02 1 1 1.003100 1 34
448.900000 W 90.000000 2.726000e-01 9.207441e-01 2.255139e-02 1 1 1.009500 1 34
448.900000 W 90.000000 2.726000e-01 9.821271e-01 2.405664e-02 1 1 1.009500 1 34
557.000000 W 90.000000 3.894000e-01 9.630196e-01 2.358793e-02 1 1 1.009500 1 34
718.000000 W 90.000000 5.841000e-01 1.028517e+00 3.851622e-02 1 1 1.009500 1 34
718.000000 W 90.000000 5.841000e-01 1.014480e+00 2.860536e-02 1 1 1.009500 1 34
865.100000 W 90.000000 7.788000e-01 1.008925e+00 3.085791e-02 1 1 1.009500 1 34
1105.100000 W 59.900000 7.671000e-01 1.024192e+00 3.010188e-02 1 1 1.007600 1 34
1107.700000 W 90.000000 1.125300e+00 1.050108e+00 4.634937e-02 1 1 1.009500 1 34
1597.500000 W 80.000000 1.752200e+00 1.151866e+00 5.805334e-02 1 1 1.009000 1 34
660.000000 W 25.250000 7.800000e-02 9.139405e-01 2.758902e-02 1 1 1.004100 1 34
815.000000 W 25.250000 1.172000e-01 9.090564e-01 2.691732e-02 1 1 1.004100 1 34
605.000000 W 35.150000 1.194000e-01 9.071559e-01 2.732423e-02 1 1 1.005300 1 34
1064.000000 W 25.250000 1.952000e-01 9.141686e-01 2.825791e-02 1 1 1.004100 1 34
784.000000 W 35.150000 1.945000e-01 9.099848e-01 2.729726e-02 1 1 1.005300 1 34
1364.000000 W 25.250000 3.122000e-01 9.286170e-01 2.314930e-02 1 1 1.004100 1 34
1537.000000 W 25.250000 3.903000e-01 9.348618e-01 1.881693e-02 1 1 1.004100 1 34
1249.000000 W 31.740000 3.891000e-01 9.076270e-01 1.777321e-02 1 1 1.004900 1 34
1231.000000 W 32.270000 3.892000e-01 9.319076e-01 1.849478e-02 1 1 1.005000 1 34
1142.000000 W 35.150000 3.892000e-01 9.379772e-01 1.910888e-02 1 1 1.005300 1 34
848.000000 W 50.060000 3.890000e-01 9.145207e-01 1.867731e-02 1 1 1.006800 1 34
696.000000 W 64.720000 3.895000e-01 9.344015e-01 1.514593e-02 1 1 1.008000 1 34
556.000000 W 90.270000 3.894000e-01 9.501413e-01 1.855656e-02 1 1 1.009500 1 34
1770.000000 W 25.250000 5.072000e-01 9.548164e-01 1.930634e-02 1 1 1.004100 1 34
1912.000000 W 25.250000 5.847000e-01 9.488768e-01 1.895200e-02 1 1 1.004100 1 34
1629.000000 W 30.240000 5.842000e-01 9.794069e-01 1.915041e-02 1 1 1.004700 1 34
1540.000000 W 32.270000 5.844000e-01 9.582247e-01 1.857029e-02 1 1 1.005000 1 34
1522.000000 W 32.700000 5.841000e-01 9.448787e-01 1.895163e-02 1 1 1.005000 1 34
1431.000000 W 35.150000 5.843000e-01 9.681187e-01 1.932803e-02 1 1 1.005300 1 34
1171.000000 W 44.480000 5.788000e-01 9.336329e-01 1.857883e-02 1 1 1.006300 1 34
1072.000000 W 50.060000 5.840000e-01 9.400344e-01 1.893354e-02 1 1 1.006800 1 34
1042.000000 W 51.960000 5.843000e-01 9.686585e-01 1.963513e-02 1 1 1.007000 1 34
892.000000 W 64.170000 5.844000e-01 9.624309e-01 1.919055e-02 1 1 1.008000 1 34
886.000000 W 64.720000 5.837000e-01 9.507305e-01 1.954433e-02 1 1 1.008000 1 34
718.000000 W 90.080000 5.845000e-01 9.644531e-01 2.119576e-02 1 1 1.009500 1 34
717.000000 W 90.270000 5.844000e-01 9.655534e-01 1.915672e-02 1 1 1.009500 1 34
647.000000 W 110.300000 5.846000e-01 9.573073e-01 2.209724e-02 1 1 1.010300 1 34
645.000000 W 110.720000 5.834000e-01 9.733885e-01 1.985791e-02 1 1 1.010300 1 34
1789.000000 W 32.700000 7.790000e-01 9.701849e-01 1.993640e-02 1 1 1.005000 1 34
1683.000000 W 35.150000 7.784000e-01 9.768072e-01 2.909046e-02 1 1 1.005300 1 34
1392.000000 W 44.480000 7.791000e-01 9.887309e-01 1.998555e-02 1 1 1.006300 1 34
1064.000000 W 64.170000 7.791000e-01 9.544991e-01 2.332173e-02 1 1 1.008000 1 34
865.000000 W 90.080000 7.792000e-01 1.003507e+00 2.207904e-02 1 1 1.009500 1 34
784.000000 W 110.130000 7.783000e-01 9.966429e-01 2.143070e-02 1 1 1.010300 1 34
1913.000000 W 35.150000 9.729000e-01 1.005079e+00 2.003418e-02 1 1 1.005300 1 34
1718.000000 W 40.210000 9.737000e-01 1.045271e+00 2.255740e-02 1 1 1.005900 1 34
1224.000000 W 64.170000 9.739000e-01 1.015230e+00 2.340012e-02 1 1 1.008000 1 34
1003.000000 W 90.080000 9.731000e-01 1.027624e+00 2.600002e-02 1 1 1.009500 1 34
915.000000 W 110.130000 9.740000e-01 9.902406e-01 3.420125e-02 1 1 1.010300 1 34
1910.000000 W 40.320000 1.168300e+00 1.063946e+00 4.305467e-02 1 1 1.005900 1 34
1375.000000 W 64.170000 1.167900e+00 1.069034e+00 2.356250e-02 1 1 1.008000 1 34
1135.000000 W 90.080000 1.166700e+00 1.042392e+00 2.727456e-02 1 1 1.009500 1 34
1040.000000 W 110.130000 1.167800e+00 1.081443e+00 5.495432e-02 1 1 1.010300 1 34
1790.000000 W 50.060000 1.363100e+00 1.019758e+00 2.850797e-02 1 1 1.006800 1 34
1512.000000 W 64.720000 1.362100e+00 1.074249e+00 3.848275e-02 1 1 1.008000 1 34
1263.000000 W 90.270000 1.362600e+00 1.064549e+00 3.582890e-02 1 1 1.009500 1 34
1160.000000 W 110.720000 1.362600e+00 1.050496e+00 4.077235e-02 1 1 1.010300 1 34
1661.000000 W 64.170000 1.557600e+00 1.131973e+00 4.246567e-02 1 1 1.008000 1 34
1389.000000 W 90.130000 1.557100e+00 1.057516e+00 4.498079e-02 1 1 1.009500 1 34
1282.000000 W 110.130000 1.557600e+00 1.102889e+00 3.865088e-02 1 1 1.010300 1 34
1789.000000 W 64.720000 1.752700e+00 1.086552e+00 3.448027e-02 1 1 1.008000 1 34
1511.000000 W 90.270000 1.752400e+00 1.140557e+00 4.776387e-02 1 1 1.009500 1 34
1397.000000 W 110.720000 1.752200e+00 1.084860e+00 6.655166e-02 1 1 1.010300 1 34
1632.000000 W 90.130000 1.946100e+00 1.052499e+00 5.759521e-02 1 1 1.009500 1 34
1577.700000 W 20.000000 2.726000e-01 9.091283e-01 1.909312e-02 1 1 1.003400 1 34
1903.500000 W 20.000000 3.894000e-01 9.989650e-01 2.197772e-02 1 1 1.003400 1 34
2361.700000 W 20.000000 5.841000e-01 9.705580e-01 2.524077e-02 1 1 1.003400 1 34
2757.000000 W 20.000000 7.788000e-01 1.005867e+00 2.314337e-02 1 1 1.003400 1 34
3438.900000 W 20.000000 1.168200e+00 1.061894e+00 4.776372e-02 1 1 1.003400 1 34
3438.900000 W 20.000000 1.168200e+00 1.020187e+00 2.958645e-02 1 1 1.003400 1 34
4306.900000 W 20.000000 1.752200e+00 1.057508e+00 4.865995e-02 1 1 1.003400 1 34
4306.900000 W 20.000000 1.752200e+00 1.011478e+00 3.340151e-02 1 1 1.003400 1 34
3996.000000 W 15.440000 9.990000e-01 1.000153e+00 1.395744e-02 1 1 1.002700 1 34
3296.000000 W 19.060000 9.988000e-01 9.898325e-01 1.485242e-02 1 1 1.003300 1 34
2998.000000 W 21.180000 9.987000e-01 1.029698e+00 1.587438e-02 1 1 1.003600 1 34
6197.000000 W 12.150000 1.498700e+00 1.060564e+00 1.572185e-02 1 1 1.002200 1 34
3296.000000 W 24.640000 1.498900e+00 1.052996e+00 1.828300e-02 1 1 1.004000 1 34
2998.000000 W 27.580000 1.498500e+00 1.052694e+00 1.646098e-02 1 1 1.004400 1 34
6197.000000 W 14.400000 1.998300e+00 1.079408e+00 1.822821e-02 1 1 1.002600 1 34
3996.000000 W 23.840000 1.998500e+00 1.044198e+00 1.702082e-02 1 1 1.003900 1 34
3296.000000 W 30.220000 1.998600e+00 1.041740e+00 2.521736e-02 1 1 1.004700 1 34
2998.000000 W 34.140000 1.997700e+00 1.063119e+00 1.858989e-02 1 1 1.005200 1 34
7909.000000 W 12.590000 2.501100e+00 1.038534e+00 1.481045e-02 1 1 1.002300 1 34
5253.000000 W 20.090000 2.504700e+00 1.039540e+00 1.772711e-02 1 1 1.003400 1 34
3802.000000 W 29.960000 2.506100e+00 1.044276e+00 1.909580e-02 1 1 1.004700 1 34
3294.000000 W 36.200000 2.496900e+00 1.050986e+00 2.041361e-02 1 1 1.005400 1 34
7909.000000 W 12.590000 2.501100e+00 1.053815e+00 1.459189e-02 1 1 1.002300 1 34
6197.000000 W 16.550000 2.498300e+00 1.075960e+00 2.186467e-02 1 1 1.002900 1 34
3996.000000 W 28.040000 2.499200e+00 1.063153e+00 1.903820e-02 1 1 1.004500 1 34
3296.000000 W 36.170000 2.496900e+00 1.031839e+00 2.033378e-02 1 1 1.005400 1 34
2998.000000 W 41.400000 2.497700e+00 1.048362e+00 2.071151e-02 1 1 1.006000 1 34
9998.000000 W 12.420000 3.744700e+00 1.050194e+00 1.519658e-02 1 1 1.002200 1 34
7911.000000 W 16.260000 3.743800e+00 1.060760e+00 1.867334e-02 1 1 1.002800 1 34
3996.000000 W 40.030000 3.745200e+00 1.030434e+00 2.354159e-02 1 1 1.005800 1 34
1766.600000 W 75.870000 1.946900e+00 1.058558e+00 3.463579e-02 1 1 1.008700 1 34
2371.600000 W 75.830000 2.920400e+00 1.133077e+00 4.085978e-02 1 1 1.008700 1 34
6128.100000 W 75.780000 9.559400e+00 8.178770e-01 1.190137e-01 1 1 1.008700 1 34
3685.000000 W 10.000000 3.894000e-01 9.611998e-01 1.593583e-02 1 1 1.001800 1 34
5274.000000 W 10.000000 7.788000e-01 9.750969e-01 1.616753e-02 1 1 1.001800 1 34
4433.000000 W 12.000000 7.788000e-01 9.679748e-01 1.605264e-02 1 1 1.002200 1 34
3640.000000 W 14.800000 7.788000e-01 9.883403e-01 1.638600e-02 1 1 1.002600 1 34
5907.000000 W 11.100000 1.168200e+00 1.026412e+00 1.702618e-02 1 1 1.002000 1 34
4436.000000 W 15.100000 1.168200e+00 1.018834e+00 1.689893e-02 1 1 1.002700 1 34
5278.000000 W 14.800000 1.557500e+00 1.031704e+00 1.711602e-02 1 1 1.002600 1 34
5245.000000 W 16.000000 1.752200e+00 1.059768e+00 1.759232e-02 1 1 1.002800 1 34
5888.000000 W 15.000000 1.946900e+00 1.057262e+00 1.755499e-02 1 1 1.002600 1 34
5883.000000 W 19.500000 2.920400e+00 1.102089e+00 3.453472e-02 1 1 1.003300 1 34
5886.000000 W 25.000000 4.088600e+00 1.021209e+00 4.467388e-02 1 1 1.004100 1 34
559.000000 W 45.000000 1.558000e-01 9.942346e-01 3.876257e-02 1 1 1.006300 1 34
368.000000 W 75.000000 1.555000e-01 9.490847e-01 3.795955e-02 1 1 1.008700 1 34
259.000000 W 135.000000 1.557000e-01 8.928738e-01 3.482366e-02 1 1 1.011000 1 34
603.000000 W 45.000000 1.792000e-01 9.425393e-01 3.863673e-02 1 1 1.006300 1 34
474.000000 W 60.000000 1.794000e-01 9.068452e-01 4.081502e-02 1 1 1.007600 1 34
399.000000 W 75.000000 1.794000e-01 9.237012e-01 3.695529e-02 1 1 1.008700 1 34
351.000000 W 90.000000 1.793000e-01 9.145909e-01 4.481174e-02 1 1 1.009500 1 34
297.000000 W 120.000000 1.794000e-01 9.007639e-01 4.503820e-02 1 1 1.010600 1 34
282.000000 W 135.000000 1.794000e-01 9.415100e-01 3.766517e-02 1 1 1.011000 1 34
275.000000 W 145.000000 1.795000e-01 9.106282e-01 3.641432e-02 1 1 1.011200 1 34
690.000000 W 40.590000 1.947000e-01 9.375891e-01 4.592533e-02 1 1 1.005900 1 34
418.000000 W 75.000000 1.947000e-01 1.011780e+00 5.058209e-02 1 1 1.008700 1 34
296.000000 W 135.000000 1.944000e-01 9.819615e-01 4.910342e-02 1 1 1.011000 1 34
690.000000 W 45.520000 2.336000e-01 1.011558e+00 5.056643e-02 1 1 1.006400 1 34
550.000000 W 60.000000 2.339000e-01 9.516349e-01 3.902036e-02 1 1 1.007600 1 34
464.000000 W 75.000000 2.335000e-01 9.307387e-01 4.747774e-02 1 1 1.008700 1 34
331.000000 W 135.000000 2.335000e-01 9.059236e-01 3.624399e-02 1 1 1.011000 1 34
600.000000 W 60.000000 2.728000e-01 9.480631e-01 3.886525e-02 1 1 1.007600 1 34
508.000000 W 75.000000 2.730000e-01 9.461790e-01 3.785732e-02 1 1 1.008700 1 34
434.000000 W 95.000000 2.725000e-01 8.483750e-01 4.241432e-02 1 1 1.009700 1 34
364.000000 W 135.000000 2.721000e-01 8.798408e-01 3.519363e-02 1 1 1.011000 1 34
356.000000 W 145.000000 2.728000e-01 9.199204e-01 4.599093e-02 1 1 1.011200 1 34
624.000000 W 60.000000 2.922000e-01 9.422700e-01 3.863375e-02 1 1 1.007600 1 34
528.000000 W 75.000000 2.916000e-01 9.287156e-01 3.809005e-02 1 1 1.008700 1 34
468.000000 W 90.000000 2.923000e-01 9.176634e-01 4.679860e-02 1 1 1.009500 1 34
399.000000 W 120.000000 2.916000e-01 8.723154e-01 4.362408e-02 1 1 1.010600 1 34
380.000000 W 135.000000 2.915000e-01 9.038875e-01 3.615755e-02 1 1 1.011000 1 34
690.000000 W 55.300000 3.115000e-01 8.882484e-01 4.442035e-02 1 1 1.007300 1 34
647.000000 W 60.000000 3.113000e-01 8.975690e-01 4.486882e-02 1 1 1.007600 1 34
549.000000 W 75.000000 3.116000e-01 9.172281e-01 3.575970e-02 1 1 1.008700 1 34
396.000000 W 135.000000 3.112000e-01 8.963411e-01 3.585364e-02 1 1 1.011000 1 34
387.000000 W 145.000000 3.113000e-01 9.493506e-01 4.746753e-02 1 1 1.011200 1 34
692.000000 W 60.000000 3.498000e-01 9.067654e-01 4.624651e-02 1 1 1.007600 1 34
588.000000 W 75.000000 3.500000e-01 9.241106e-01 3.695604e-02 1 1 1.008700 1 34
427.000000 W 135.000000 3.503000e-01 9.368639e-01 3.747166e-02 1 1 1.011000 1 34
900.000000 W 46.560000 3.894000e-01 9.995646e-01 4.897207e-02 1 1 1.006500 1 34
736.000000 W 60.000000 3.891000e-01 9.482288e-01 3.791678e-02 1 1 1.007600 1 34
627.000000 W 75.000000 3.897000e-01 9.329973e-01 3.824496e-02 1 1 1.008700 1 34
557.000000 W 90.000000 3.894000e-01 9.525432e-01 4.667623e-02 1 1 1.009500 1 34
479.000000 W 120.000000 3.898000e-01 9.179256e-01 4.589628e-02 1 1 1.010600 1 34
457.000000 W 135.000000 3.893000e-01 9.214632e-01 3.685493e-02 1 1 1.011000 1 34
447.000000 W 145.000000 3.894000e-01 9.327553e-01 4.663776e-02 1 1 1.011200 1 34
950.000000 W 46.550000 4.282000e-01 1.006081e+00 5.031451e-02 1 1 1.006500 1 34
664.000000 W 75.000000 4.287000e-01 9.424456e-01 4.617852e-02 1 1 1.008700 1 34
486.000000 W 135.000000 4.280000e-01 9.536051e-01 3.813539e-02 1 1 1.011000 1 34
950.000000 W 49.510000 4.671000e-01 9.840994e-01 5.018550e-02 1 1 1.006800 1 34
900.000000 W 53.040000 4.672000e-01 9.683137e-01 4.841569e-02 1 1 1.007100 1 34
700.000000 W 75.000000 4.677000e-01 9.378682e-01 3.751473e-02 1 1 1.008700 1 34
515.000000 W 135.000000 4.675000e-01 9.491504e-01 4.747097e-02 1 1 1.011000 1 34
504.000000 W 145.000000 4.674000e-01 9.600111e-01 4.800055e-02 1 1 1.011200 1 34
717.000000 W 75.000000 4.865000e-01 9.135106e-01 3.654926e-02 1 1 1.008700 1 34
950.000000 W 52.520000 5.061000e-01 1.007747e+00 4.939042e-02 1 1 1.007000 1 34
735.000000 W 75.000000 5.066000e-01 9.091143e-01 3.727174e-02 1 1 1.008700 1 34
543.000000 W 135.000000 5.064000e-01 9.354954e-01 4.677477e-02 1 1 1.011000 1 34
950.000000 W 55.600000 5.451000e-01 1.041751e+00 5.208183e-02 1 1 1.007300 1 34
900.000000 W 59.800000 5.452000e-01 9.703171e-01 5.044966e-02 1 1 1.007600 1 34
769.000000 W 75.000000 5.453000e-01 9.138687e-01 3.746709e-02 1 1 1.008700 1 34
570.000000 W 135.000000 5.445000e-01 9.513075e-01 4.756538e-02 1 1 1.011000 1 34
559.000000 W 145.000000 5.456000e-01 1.006004e+00 5.027875e-02 1 1 1.011200 1 34
950.000000 W 58.750000 5.840000e-01 1.037033e+00 5.082788e-02 1 1 1.007500 1 34
802.000000 W 75.000000 5.837000e-01 9.183431e-01 4.683228e-02 1 1 1.008700 1 34
597.000000 W 135.000000 5.833000e-01 9.809020e-01 4.904510e-02 1 1 1.011000 1 34
950.000000 W 62.000000 6.230000e-01 9.695976e-01 4.847461e-02 1 1 1.007800 1 34
900.000000 W 67.000000 6.229000e-01 9.719788e-01 4.956431e-02 1 1 1.008200 1 34
835.000000 W 75.000000 6.228000e-01 9.094294e-01 4.365527e-02 1 1 1.008700 1 34
802.000000 W 80.000000 6.230000e-01 9.877129e-01 4.938565e-02 1 1 1.009000 1 34
624.000000 W 135.000000 6.226000e-01 9.673991e-01 4.835901e-02 1 1 1.011000 1 34
612.000000 W 145.000000 6.232000e-01 9.789563e-01 4.895385e-02 1 1 1.011200 1 34
950.000000 W 65.360000 6.618000e-01 1.002384e+00 5.011216e-02 1 1 1.008000 1 34
867.000000 W 75.000000 6.613000e-01 9.618638e-01 4.712684e-02 1 1 1.008700 1 34
651.000000 W 135.000000 6.624000e-01 1.046318e+00 5.232234e-02 1 1 1.011000 1 34
883.000000 W 75.000000 6.809000e-01 1.002757e+00 4.111325e-02 1 1 1.008700 1 34
950.000000 W 68.890000 7.009000e-01 1.048150e+00 5.135710e-02 1 1 1.008300 1 34
899.000000 W 75.000000 7.005000e-01 1.006230e+00 5.031149e-02 1 1 1.008700 1 34
864.000000 W 80.000000 7.006000e-01 9.616441e-01 4.615039e-02 1 1 1.009000 1 34
677.000000 W 135.000000 7.012000e-01 9.691791e-01 4.847410e-02 1 1 1.011000 1 34
664.000000 W 145.000000 7.013000e-01 9.798379e-01 4.900022e-02 1 1 1.011200 1 34
950.000000 W 72.580000 7.398000e-01 1.021986e+00 5.211437e-02 1 1 1.008500 1 34
930.000000 W 75.000000 7.391000e-01 1.094916e+00 6.677812e-02 1 1 1.008700 1 34
703.000000 W 135.000000 7.404000e-01 1.034969e+00 5.174845e-02 1 1 1.011000 1 34
961.000000 W 75.000000 7.782000e-01 1.069168e+00 5.344293e-02 1 1 1.008700 1 34
950.000000 W 76.470000 7.787000e-01 1.093622e+00 5.250425e-02 1 1 1.008800 1 34
925.000000 W 80.000000 7.792000e-01 9.285095e-01 4.083706e-02 1 1 1.009000 1 34
900.000000 W 83.800000 7.787000e-01 9.240600e-01 4.620300e-02 1 1 1.009200 1 34
728.000000 W 135.000000 7.784000e-01 1.166787e+00 5.833935e-02 1 1 1.011000 1 34
715.000000 W 145.000000 7.795000e-01 1.007357e+00 5.037352e-02 1 1 1.011200 1 34
1022.000000 W 75.000000 8.567000e-01 1.149691e+00 5.632909e-02 1 1 1.008700 1 34
950.000000 W 85.050000 8.567000e-01 1.000767e+00 6.004603e-02 1 1 1.009200 1 34
779.000000 W 135.000000 8.571000e-01 1.194752e+00 5.973075e-02 1 1 1.011000 1 34
764.000000 W 145.000000 8.559000e-01 1.147789e+00 5.738945e-02 1 1 1.011200 1 34
862.000000 W 145.000000 1.012000e+00 1.086496e+00 5.866812e-02 1 1 1.011200 1 34
910.000000 W 145.000000 1.089900e+00 1.047506e+00 7.334887e-02 1 1 1.011200 1 34
958.000000 W 145.000000 1.168600e+00 1.020076e+00 8.168226e-02 1 1 1.011200 1 34
1594.000000 W 45.220000 1.000000e+00 1.022290e+00 8.111162e-03 1 1 1.006400 1 34
2403.000000 W 27.280000 1.000000e+00 1.015308e+00 9.229035e-03 1 1 1.004400 1 34
2408.000000 W 46.390000 2.003000e+00 1.065743e+00 1.194677e-02 1 1 1.006500 1 34
2800.000000 W 37.470000 2.003000e+00 1.076989e+00 9.544230e-03 1 1 1.005600 1 34
3250.000000 W 30.810000 2.003000e+00 1.080038e+00 7.546032e-03 1 1 1.004800 1 34
4003.000000 W 23.820000 2.003000e+00 1.068809e+00 1.047729e-02 1 1 1.003900 1 34
2796.000000 W 45.950000 2.497000e+00 1.074117e+00 1.360318e-02 1 1 1.006400 1 34
3241.000000 W 37.020000 2.497000e+00 1.079367e+00 1.153363e-02 1 1 1.005500 1 34
3766.000000 W 30.250000 2.497000e+00 1.067689e+00 8.386753e-03 1 1 1.004700 1 34
4242.000000 W 25.990000 2.497000e+00 1.068125e+00 1.065592e-02 1 1 1.004200 1 34
3251.000000 W 43.980000 3.007000e+00 1.063891e+00 1.520251e-02 1 1 1.006200 1 34
4008.000000 W 32.420000 3.007000e+00 1.069231e+00 1.159139e-02 1 1 1.005000 1 34
1511.000000 W 90.070000 1.750000e+00 1.148411e+00 1.771470e-02 1 1 1.009500 1 34
1968.000000 W 89.950000 2.500000e+00 1.158536e+00 2.466550e-02 1 1 1.009500 1 34
2407.000000 W 90.000000 3.250000e+00 1.144791e+00 3.094656e-02 1 1 1.009500 1 34
2837.000000 W 90.000000 4.000000e+00 1.124036e+00 3.557384e-02 1 1 1.009500 1 34
3400.000000 W 89.980000 5.000000e+00 1.081174e+00 3.979840e-02 1 1 1.009500 1 34
3956.000000 W 89.980000 6.000000e+00 1.036685e+00 4.346472e-02 1 1 1.009500 1 34
4507.000000 W 89.990000 7.000000e+00 9.930966e-01 4.890422e-02 1 1 1.009500 1 34
5507.000000 W 90.020000 8.830000e+00 8.987966e-01 5.669723e-02 1 1 1.009500 1 34
1511.000000 W 90.070000 1.750000e+00 1.092277e+00 1.678140e-02 1 1 1.009500 1 34
2407.000000 W 41.110000 1.750000e+00 1.081081e+00 1.107185e-02 1 1 1.006000 1 34
5507.000000 W 15.140000 1.750000e+00 1.058842e+00 1.107229e-02 1 1 1.002700 1 34
1968.000000 W 89.950000 2.500000e+00 1.107556e+00 2.480089e-02 1 1 1.009500 1 34
2407.000000 W 58.880000 2.500000e+00 1.085651e+00 1.881364e-02 1 1 1.007600 1 34
2837.000000 W 44.990000 2.500000e+00 1.072200e+00 1.606717e-02 1 1 1.006300 1 34
3400.000000 W 34.690000 2.500000e+00 1.073265e+00 1.201840e-02 1 1 1.005300 1 34
3950.000000 W 28.410000 2.500000e+00 1.069531e+00 1.199056e-02 1 1 1.004500 1 34
5507.000000 W 18.980000 2.500000e+00 1.055415e+00 1.161324e-02 1 1 1.003200 1 34
2837.000000 W 61.200000 3.250000e+00 1.079712e+00 2.444651e-02 1 1 1.007700 1 34
3400.000000 W 44.480000 3.250000e+00 1.077669e+00 1.814461e-02 1 1 1.006300 1 34
3956.000000 W 35.380000 3.250000e+00 1.074719e+00 1.577356e-02 1 1 1.005300 1 34
5507.000000 W 22.800000 3.250000e+00 1.056560e+00 1.135412e-02 1 1 1.003800 1 34
3400.000000 W 57.570000 4.000000e+00 1.064924e+00 2.748981e-02 1 1 1.007500 1 34
3956.000000 W 43.710000 4.000000e+00 1.056044e+00 2.198168e-02 1 1 1.006200 1 34
4507.000000 W 35.590000 4.000000e+00 1.065751e+00 1.977581e-02 1 1 1.005400 1 34
5507.000000 W 26.820000 4.000000e+00 1.031525e+00 1.464534e-02 1 1 1.004300 1 34
9800.000000 W 13.250000 4.000000e+00 1.049023e+00 1.281810e-02 1 1 1.002400 1 34
3956.000000 W 59.290000 5.000000e+00 1.072873e+00 3.580444e-02 1 1 1.007600 1 34
4507.000000 W 45.660000 5.000000e+00 1.025004e+00 2.595599e-02 1 1 1.006400 1 34
5507.000000 W 32.830000 5.000000e+00 1.017801e+00 1.849328e-02 1 1 1.005100 1 34
9800.000000 W 15.370000 5.000000e+00 1.014609e+00 1.456098e-02 1 1 1.002700 1 34
9800.000000 W 17.520000 6.000000e+00 9.724673e-01 1.582912e-02 1 1 1.003000 1 34
9800.000000 W 19.750000 7.000000e+00 9.826833e-01 2.508753e-02 1 1 1.003400 1 34
